template_code,row_id,p3_label,eba_item_id,eba_label,category
LR2,4,(Adjustment for securities received under securities financing transactions that are recognised as an asset),-(Unmapped)-,,Leverage
LR2,5,(General credit risk adjustments to on-balance sheet items),-(Unmapped)-,,Leverage
LR2,6,(Asset amounts deducted in determining Tier 1 capital),-(Unmapped)-,,Leverage
LR2,7,Total on-balance sheet exposures (excluding derivatives and SFTs),-(Unmapped)-,,Leverage
LR2,8,Replacement cost associated with SA-CCR derivatives transactions (i.e. net of eligible cash variation margin),-(Unmapped)-,,Leverage
LR2,8a,Derogation for derivatives: replacement costs contribution under the simplified standardised approach,-(Unmapped)-,,Leverage
LR2,9,Add-on amounts for potential future exposure associated with  SA-CCR derivatives transactions,-(Unmapped)-,,Leverage
LR2,9a,Derogation for derivatives: Potential future exposure contribution under the simplified standardised approach,-(Unmapped)-,,Leverage
LR2,9b,Exposure determined under Original Exposure Method,-(Unmapped)-,,Leverage
LR2,10,(Exempted CCP leg of client-cleared trade exposures) (SA-CCR),-(Unmapped)-,,Leverage
LR2,10a,(Exempted CCP leg of client-cleared trade exposures) (simplified standardised approach),-(Unmapped)-,,Leverage
LR2,10b,(Exempted CCP leg of client-cleared trade exposures) (original Exposure Method),-(Unmapped)-,,Leverage
LR2,11,Adjusted effective notional amount of written credit derivatives,-(Unmapped)-,,Leverage
LR2,12,(Adjusted effective notional offsets and add-on deductions for written credit derivatives),-(Unmapped)-,,Leverage
LR2,13,Total On-Balance Sheet Exposures,-(Unmapped)-,,Leverage
LR2,14,"Gross SFT assets (with no recognition of netting), after adjustment for sales accounting transactions",-(Unmapped)-,,Leverage
LR2,15,(Netted amounts of cash payables and cash receivables of gross SFT assets),-(Unmapped)-,,Leverage
LR2,16,Counterparty credit risk exposure for SFT assets,-(Unmapped)-,,Leverage
LR2,16a,Derogation for SFTs: Counterparty credit risk exposure in accordance with Articles 429e(5) and 222 CRR,-(Unmapped)-,,Leverage
LR2,17,Agent transaction exposures,-(Unmapped)-,,Leverage
LR2,17a,(Exempted CCP leg of client-cleared SFT exposure),-(Unmapped)-,,Leverage
LR2,18,Total securities financing transaction exposures,-(Unmapped)-,,Leverage
LR2,19,Off-balance sheet exposures at gross notional amount,-(Unmapped)-,,Leverage
LR2,20,Leverage Ratio,2520905,Leverage ratio - using a transitional definition of Tier 1 capital,Leverage
LR2,21,Leverage Ratio excl CB Deposits,-(Unmapped)-,,Leverage
LR2,22,Off-balance sheet exposures,-(Unmapped)-,,Leverage
LR2,22a,(Exposures excluded from the total exposure measure in accordance with point (c) and point (ca) of Article 429a(1) CRR),-(Unmapped)-,,Leverage
LR2,22b,(Exposures exempted in accordance with point (j) of Article 429a (1) CRR (on and off balance sheet)),-(Unmapped)-,,Leverage
LR2,22c,(Excluded exposures of public development banks (or units) - Public sector investments),-(Unmapped)-,,Leverage
LR2,22d,(Excluded exposures of public development banks (or units) - Promotional loans),-(Unmapped)-,,Leverage
LR2,22e,(Excluded passing-through promotional loan exposures by non-public development banks (or units)),-(Unmapped)-,,Leverage
LR2,22f,(Excluded guaranteed parts of exposures arising from export credits ),-(Unmapped)-,,Leverage
LR2,22g,(Excluded excess collateral deposited at triparty agents ),-(Unmapped)-,,Leverage
LR2,22h,(Excluded CSD related services of CSD/institutions in accordance with point (o) of Article 429a(1) CRR),-(Unmapped)-,,Leverage
LR2,22i,(Excluded CSD related services of designated institutions in accordance with point (p) of Article 429a(1) CRR),-(Unmapped)-,,Leverage
LR2,22j,(Reduction of the exposure value of pre-financing or intermediate loans ),-(Unmapped)-,,Leverage
LR2,22k,"(Excluded exposures to shareholders according to Article 429a (1), point (da) CRR)1",-(Unmapped)-,,Leverage
LR2,22l,(Exposures deducted in accordance with point (q) of Article 429a(1) CRR)1,-(Unmapped)-,,Leverage
LR2,22m,(Total exempted exposures),-(Unmapped)-,,Leverage
LR2,23,Tier 1 capital,2520133,TIER 1 CAPITAL (net of deductions and after transitional adjustments),Capital
LR2,24,Total exposure measure,2520903,Total leverage ratio exposures - using a transitional definition of Tier 1 capital,Leverage
LR2,25,Leverage ratio,-(Unmapped)-,,Leverage
LR2,25a,"Leverage ratio (excluding the impact of any applicable temporary exemption of
central bank reserves)",-(Unmapped)-,,Leverage
LR2,26,Regulatory minimum leverage ratio requirement (%),-(Unmapped)-,,Leverage
LR2,26a,Additional own funds requirements to address the risk of excessive leverage (%),-(Unmapped)-,,Leverage
LR2,26b,of which: to be made up of CET1 capital (percentage points),-(Unmapped)-,,Leverage
LR2,27,Leverage ratio buffer requirement (%),-(Unmapped)-,,Leverage
LR2,27a,Overall leverage ratio requirement (%),-(Unmapped)-,,Leverage
LR3,1,Total assets per FS,-(Unmapped)-,,Leverage
LR3,2,Trading book exposures,-(Unmapped)-,,Leverage
LR3,3,"Banking book exposures, of which:",-(Unmapped)-,,Leverage
LR3,4,Covered bonds,-(Unmapped)-,,Leverage
LR3,5,Exposures treated as sovereigns,-(Unmapped)-,,Leverage
LR3,6,"Exposures to regional governments, MDB, international organisations and PSE not treated as sovereigns",-(Unmapped)-,,Leverage
LR3,7,Institutions,-(Unmapped)-,,Leverage
LR3,8,Secured by mortgages of immovable properties,-(Unmapped)-,,Leverage
LR3,9,Retail exposures,-(Unmapped)-,,Leverage
LR3,10,Corporates,-(Unmapped)-,,Leverage
LR3,11,Exposures in default,-(Unmapped)-,,Leverage
LR3,12,"Other exposures (eg equity, securitisations, and other non-credit obligation assets)",-(Unmapped)-,,Leverage
LR3,13,Leverage Ratio Exposure,2520903,Total leverage ratio exposures - using a transitional definition of Tier 1 capital,Leverage
MR2,2,Movement in risk levels,-(Unmapped)-,,Market Risk
MR2,4,Methodology and policy,-(Unmapped)-,,Market Risk
MR2,5,Acquisitions and disposals,-(Unmapped)-,,Market Risk
MR2,6,Foreign exchange movements,-(Unmapped)-,,Market Risk
MR2,7,Other,-(Unmapped)-,,Market Risk
OV1,1,2Counterparty credit risk - 466 466 466 466,2520201,Credit risk (excluding CCR and Securitisations),RWA
OV1,2,Of which SA,2520202,Credit risk (excluding CCR and Securitisations): Of which the standardised approach,RWA
OV1,3,Of which FIRB,2520203,Credit risk (excluding CCR and Securitisations): Of which the foundation IRB (FIRB) approach,RWA
OV1,4,Of which Slotting,2520204,Credit risk (excluding CCR and Securitisations): Of which the advanced IRB (AIRB) approach,RWA
OV1,4a,Of which: equities under the simple risk weighted approach,-(Unmapped)-,,RWA
OV1,5,Of which Equities IRB,2520205,Credit risk (excluding CCR and Securitisations): Of which equity IRB,RWA
OV1,6,Counterparty Credit Risk,2520206,"Counterparty credit risk (CCR, excluding CVA)",RWA
OV1,7,CCR SA-CCR,-(Unmapped)-,,RWA
OV1,8,Of which internal model method (IMM),-(Unmapped)-,,RWA
OV1,8a,Of which exposures to a CCP,-(Unmapped)-,,RWA
OV1,8b,Of which credit valuation adjustment - CVA,-(Unmapped)-,,RWA
OV1,9,Of which other CCR,-(Unmapped)-,,RWA
OV1,10,CVA Risk,2520207,Credit valuation adjustment - CVA,RWA
OV1,10a,Of which the standardised approach (SA)2,-(Unmapped)-,,RWA
OV1,10b,Of which the basic approach (F-BA and R-BA)2,-(Unmapped)-,,RWA
OV1,10c,Of which the simplified approach2,-(Unmapped)-,,RWA
OV1,11,Not applicable,-(Unmapped)-,,RWA
OV1,12,Not applicable,-(Unmapped)-,,RWA
OV1,13,Not applicable,-(Unmapped)-,,RWA
OV1,14,Not applicable,-(Unmapped)-,,RWA
OV1,15,Settlement Risk,2520208,Settlement risk,RWA
OV1,16,Securitisation Banking Book,2520209,Securitisation exposures in the banking book (after the cap),RWA
OV1,17,Of which SEC-IRBA approach,-(Unmapped)-,,RWA
OV1,18,Of which SEC-ERBA (including IAA),-(Unmapped)-,,RWA
OV1,19,Of which SEC-SA approach,-(Unmapped)-,,RWA
OV1,19a,Of which 1250%,-(Unmapped)-,,RWA
OV1,20,"5Market risk 7 30 132 861 1,609 1,609",2520210,"Position, foreign exchange and commodities risks (Market risk)",RWA
OV1,21,Market Risk SA,2520211,"Position, foreign exchange and commodities risks (Market risk): Of which the standardised approach",RWA
OV1,21a,Of which the Simplified standardised approach (S-SA)2,-(Unmapped)-,,RWA
OV1,22,Market Risk IMA,2520212,"Position, foreign exchange and commodities risks (Market risk): Of which IMA",RWA
OV1,22a,Large exposures,-(Unmapped)-,,RWA
OV1,23,Operational Risk,2520215,Operational risk,RWA
OV1,23a,Of which basic indicator approach,-(Unmapped)-,,RWA
OV1,23b,Of which standardised approach,-(Unmapped)-,,RWA
OV1,23c,Of which advanced measurement approach,-(Unmapped)-,,RWA
OV1,24,Operational Risk,2520215,Operational risk,RWA
OV1,24a,Exposures to crypto-assets2,-(Unmapped)-,,RWA
OV1,25,Operational Risk SA,2520217,Operational risk : Of which standardised approach,RWA
OV1,26,Output floor applied (%)2,-(Unmapped)-,,RWA
OV1,27,Floor adjustment (before application of transitional cap)2,-(Unmapped)-,,RWA
OV1,28,Floor adjustment (after application of transitional cap)2,-(Unmapped)-,,RWA
OV1,29,11 Total liabilities 63.886 62.778,2520220,Total Risk exposure amount,RWA
