bank_name,lei,period,template_code,row_id,row_label,amount,eba_item_id,is_new_metric,source_page,source_file
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,16,Counterparty credit risk exposure for SFT assets,3000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,16a,Derogation for SFTs: Counterparty credit risk exposure in accordance with Articles 429e(5) and 222 CRR,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,17,Agent transaction exposures,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,17a,(Exempted CCP leg of client-cleared SFT exposure),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,18,Total securities financing transaction exposures,1013000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,19,Off-balance sheet exposures at gross notional amount,2758000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,20,Leverage Ratio,-1919000000.0,2520905,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,21,Leverage Ratio excl CB Deposits,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22,Off-balance sheet exposures,839000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22a,(Exposures excluded from the total exposure measure in accordance with point (c) and point (ca) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22b,(Exposures exempted in accordance with point (j) of Article 429a (1) CRR (on and off balance sheet)),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22c,(Excluded exposures of public development banks (or units) - Public sector investments),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22d,(Excluded exposures of public development banks (or units) - Promotional loans),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22e,(Excluded passing-through promotional loan exposures by non-public development banks (or units)),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22f,(Excluded guaranteed parts of exposures arising from export credits ),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22g,(Excluded excess collateral deposited at triparty agents ),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22h,(Excluded CSD related services of CSD/institutions in accordance with point (o) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22i,(Excluded CSD related services of designated institutions in accordance with point (p) of Article 429a(1) CRR),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22j,(Reduction of the exposure value of pre-financing or intermediate loans ),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,22m,(Total exempted exposures),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,23,Tier 1 capital,2295000000.0,2520133,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,24,Total exposure measure,26220000000.0,2520903,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,25,Leverage ratio (excluding the impact of the exemption of public sector investments and promotional loans) (%),0.08752526600816139,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,25a,"Leverage ratio (excluding the impact of any applicable temporary exemption of
central bank reserves)",0.08752526600816139,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,26,Regulatory minimum leverage ratio requirement (%),0.03,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,26a,Additional own funds requirements to address the risk of excessive leverage (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,26b,of which: to be made up of CET1 capital (percentage points),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,27,Leverage ratio buffer requirement (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR2,27a,Overall leverage ratio requirement (%),0.03,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,1,Total assets per FS,24312000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,2,Trading book exposures,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,3,"Banking book exposures, of which:",24312000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,4,Covered bonds,432000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,5,Exposures treated as sovereigns,10865000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,6,"Exposures to regional governments, MDB, international organisations and PSE not treated as sovereigns",17000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,7,Institutions,1208000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,8,Secured by mortgages of immovable properties,3978000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,9,Retail exposures,1753000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,10,Corporates,3824000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,11,Exposures in default,121000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2024-12-31,LR3,12,"Other exposures (eg equity, securitisations, and other non-credit obligation assets)",2114000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,1,Common Equity Tier 1,2071242056.0,2520102,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,2,Tier 1 capital,2291242056.0,2520133,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,3,Total capital,2602913056.0,2520101,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,4,Total risk exposure amount,10494570434.0,2520138,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,4a,Total risk exposure pre-floor,10494570434.0,2520154,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,5,Common Equity Tier 1 ratio,0.19736320500452798,2520146,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,5b,Common Equity Tier 1 ratio,0.19736320500452798,2520146,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,6,Tier 1 ratio,0.21832642607046607,2520147,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,6b,Tier 1 ratio,0.21832642607046604,2520147,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,7,Total capital ratio,0.24802473549247514,2520148,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,7b,Total capital ratio,0.2480247354924751,2520148,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,7d,Additional own funds requirements to address risks other than the risk of excessive leverage (%),0.027499999999999997,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,7e,of which: to be made up of CET1 capital (percentage points),0.015468750000000003,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,7f,of which: to be made up of Tier 1 capital (percentage points),0.020625000000000004,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,7g,Total SREP own funds requirements (%),0.1075,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,8,Capital conservation buffer,0.025,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,8a,Conservation buffer due to macro-prudential or systemic risk identified at the level of a Member State (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,9,Countercyclical capital buffer,0.009131497149185744,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,9a,Systemic risk buffer (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,10,Global Systemically Important Institution buffer (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,10a,Other Systemically Important Institution buffer (%),0.01937499998487313,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,11,Combined buffer requirement,0.05350649714835198,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,11a,Overall capital requirements (%),0.1610064971025,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,12,CET1 available after meeting the total SREP own funds requirements (%),0.13689445499794717,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,13,Leverage ratio total exposure measure,26634000000.0,2520903,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,14,Leverage ratio,0.086,2520905,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,14a,Additional own funds requirements to address the risk of excessive leverage (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,14b,of which: to be made up of CET1 capital (percentage points),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,14c,Total SREP leverage ratio requirements (%),0.03,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,14d,Leverage ratio buffer requirement (%),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,14e,Overall leverage ratio requirement (%),0.03,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,15,Total HQLA,11529890795.0175,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,16a,Cash outflows - Total weighted value,4157568963.2995,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,16b,Cash inflows - Total weighted value,482745209.0416667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,16,Total net cash outflows (adjusted value),3674823754.2578335,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,17,Total net cash outflows,0.03145546054426807,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,18,LCR liquidity coverage ratio,20038632882.85,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,19,Total required stable funding,12560632024.314999,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,KM1,20,NSFR ratio,0.01595352275590831,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,1b,Number of data points used in the calculation of averages,12000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,1,Total HQLA,11529890795.0175,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,2,Retail deposits,643453558.5812502,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,3,Stable deposits,343863348.6833334,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,4,Less stable deposits,299590209.8979166,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,5,Unsecured wholesale funding,2944672688.933333,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,6,Operational deposits (all counterparties) and deposits in networks of cooperative banks,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,7,Non-operational deposits (all counterparties),29.38063313933333,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,8,Unsecured debt,6609375.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,9,Secured wholesale funding,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,10,Additional requirements,163994861.15416667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,11,Outflows related to derivative exposures and other collateral requirements,96011341.41666667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,12,Outflows related to loss of funding on debt products,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,13,Credit and liquidity facilities,67983519.73749998,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,14,Other contractual funding obligations,197003640.00000003,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,15,Other contingent funding obligations,208444214.63075003,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,16,Total Cash Outflows,4157568963.2995,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,17,Secured lending (e.g. reverse repos),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,18,Inflows from fully performing exposures,253067812.0416666,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,19,Total Cash Inflows,229677397.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,19a,(Difference between total weighted inflows and total weighted outflows arising from transactions in third countries where there are transfer restrictions or which are denominated in non-convertible currencies),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,19b,(Excess inflows from a related specialised credit institution),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,20,TOTAL CASH INFLOWS,482745209.0416667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,20a,Fully exempt inflows,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,20b,Inflows Subject to 90% Cap,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,20c,Inflows Subject to 75% Cap,4.827452090416667,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,21,LCR HQLA,11529890795.0175,2520401,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,22,Total Net Cash Outflows,3674823754.2578335,2520402,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,LIQ1,23,LCR Ratio,0.03145546054426807,2520403,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,1,Credit Risk excl CCR,9089000000.0,2520201,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,2,Of which SA,9089000000.0,2520202,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,3,Of which FIRB,0.0,2520203,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,4,Of which Slotting,0.0,2520204,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,4a,Of which: equities under the simple riskweighted approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,5,Of which Equities IRB,0.0,2520205,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,6,Counterparty Credit Risk,25000000.0,2520206,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,7,CCR SA-CCR,3000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,8,Of which internal model method (IMM),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,8a,Of which exposures to a CCP,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,8b,Of which credit valuation adjustment - CVA,10000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,9,Of which other CCR,12000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,10a,Of which the standardised approach (SA)2,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,10b,Of which the basic approach (F-BA and R-BA)2,3000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,10c,Of which the simplified approach2,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,10,CVA Risk,0.0,2520207,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,11,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,12,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,13,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,14,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,15,Settlement Risk,0.0,2520208,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,16,Securitisation Banking Book,0.0,2520209,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,17,Of which SEC-IRBA approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,18,Of which SEC-ERBA (including IAA),0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,19,Of which SEC-SA approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,19a,Of which 1250%,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,20,Position FX Commodities Risk,0.0,2520210,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,21a,Of which the Simplified standardised approach (S-SA)2,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,21,Market Risk SA,0.0,2520211,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,22,Market Risk IMA,0.0,2520212,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,22a,Large exposures,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,23,Operational Risk,13.28,2520215,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,23a,Of which basic indicator approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,23b,Of which standardised approach,1328000000.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,23c,Of which advanced measurement approach,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,24a,Exposures to crypto-assets2,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,24,Operational Risk,0.94,2520215,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,25,Operational Risk SA,0.0,2520217,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,26,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,27,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,28,Not applicable,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-03-31,OV1,29,Total RWA,10441000000.0,2520220,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,CC1,1,Capital instruments and the related share premium accounts,638441000.0,2520103,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,CC1,2,Retained earnings,1502063000.0,2520104,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,CC1,3,Accumulated other comprehensive income,52973831.02021962,2520105,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,CC1,3a,Funds for general banking risk,0.0,,1,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,CC1,4,Other reserves,0.0,2520106,0,,2025-06-30_Bank_of_Cyprus.xlsx
Bank of Cyprus,635400L14KNHJ3DMBX37,2025-06-30,CC1,5,Minority interests,0.0,2520108,0,,2025-06-30_Bank_of_Cyprus.xlsx
