id,lei,period,template_code,table_title,row_id,row_label,raw_label,amount,eba_item_id,is_new_metric,source_page,created_at,bank_name,dimension_name
85838,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,16,TOTAL CASH OUTFLOWS,Blueprint Parser,9006.0,,0,119,2026-01-13 05:59:10,NBG,Default
85839,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,18,Inflows from fully performing exposures,Blueprint Parser,728.0,,0,119,2026-01-13 05:59:10,NBG,Default
85840,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,19,Other cash inflows,Blueprint Parser,191.0,,0,119,2026-01-13 05:59:10,NBG,Default
85841,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,2,"Retail deposits and deposits from small business customers, of which:",Blueprint Parser,36279.0,,0,119,2026-01-13 05:59:10,NBG,Default
85842,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,20,TOTAL CASH INFLOWS,Blueprint Parser,920.0,,0,119,2026-01-13 05:59:10,NBG,Default
85843,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,22,TOTAL NET CASH OUTFLOWS,Blueprint Parser,8242.0,,0,119,2026-01-13 05:59:10,NBG,Default
85844,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,23,LIQUIDITY COVERAGE RATIO,Blueprint Parser,2025.0,,0,119,2026-01-13 05:59:10,NBG,Default
85845,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,3,Stable deposits,Blueprint Parser,31184.0,,0,119,2026-01-13 05:59:10,NBG,Default
85846,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,4,Less stable deposits,Blueprint Parser,12295.0,,0,120,2026-01-13 05:59:10,NBG,Default
85847,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,5,Unsecured wholesale funding,Blueprint Parser,11908.0,,0,119,2026-01-13 05:59:10,NBG,Default
85848,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,7,Non-operational deposits (all counterparties),Blueprint Parser,11902.0,,0,119,2026-01-13 05:59:10,NBG,Default
85849,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,9,Secured wholesale funding,Blueprint Parser,11908.0,,0,119,2026-01-13 05:59:10,NBG,Default
85850,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,EU-20c,Inflows subject to 75% cap,Blueprint Parser,920.0,,0,119,2026-01-13 05:59:10,NBG,Default
85851,5UMCZOEYKCVFAW8ZLO05,2025-06-30,LIQ1,LIQ1,EU-21,LIQUIDITY BUFFER,Blueprint Parser,21356.0,,0,119,2026-01-13 05:59:10,NBG,Default
85853,5UMCZOEYKCVFAW8ZLO05,2025-06-30,IRRBB1,IRRBB1,1,Parallel up,Blueprint Parser,-156.0,,0,116,2026-01-13 05:59:10,NBG,NII
85855,5UMCZOEYKCVFAW8ZLO05,2025-06-30,IRRBB1,IRRBB1,2,Parallel down,Blueprint Parser,155.0,,0,116,2026-01-13 05:59:10,NBG,NII
85857,5UMCZOEYKCVFAW8ZLO05,2025-06-30,IRRBB1,IRRBB1,3,Steepener,Blueprint Parser,-228.0,,0,116,2026-01-13 05:59:10,NBG,NII
85859,5UMCZOEYKCVFAW8ZLO05,2025-06-30,IRRBB1,IRRBB1,4,Flattener,Blueprint Parser,202.0,,0,116,2026-01-13 05:59:10,NBG,NII
85861,5UMCZOEYKCVFAW8ZLO05,2025-06-30,IRRBB1,IRRBB1,5,Short rates up,Blueprint Parser,139.0,,0,116,2026-01-13 05:59:10,NBG,NII
85863,5UMCZOEYKCVFAW8ZLO05,2025-06-30,IRRBB1,IRRBB1,6,Short rates down,Blueprint Parser,-181.0,,0,116,2026-01-13 05:59:10,NBG,NII
85864,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,1,Capital instruments and the related share premium accounts,Blueprint Parser,1081.0,,0,23,2026-01-13 05:59:11,NBG,Default
85865,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,2,Retained earnings,Blueprint Parser,4149.0,,0,22,2026-01-13 05:59:11,NBG,Default
85866,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,25,of which: deferred tax assets arising from temporary differences,Blueprint Parser,0.0,,0,22,2026-01-13 05:59:11,NBG,Default
85867,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,27a,Other regulatory adjustments,Blueprint Parser,-432.0,,0,22,2026-01-13 05:59:11,NBG,Default
85868,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,28,Total regulatory adjustments to Common Equity Tier 1 (CET1),Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85869,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,29,Common Equity Tier 1 (CET1) capital,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85870,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,30,Capital instruments and the related share premium accounts,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85871,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,34,Qualifying Tier 1 capital included in consolidated AT1 capital (including minority interests not included in row 5) issued by subsidiaries and held by third parties,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85872,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,45,Tier 1 capital (T1 = CET1 + AT1),Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85873,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,46,Capital instruments and the related share premium accounts,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85874,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,57,Total regulatory adjustments to Tier 2 (T2) capital,Blueprint Parser,57.0,,0,22,2026-01-13 05:59:11,NBG,Default
85875,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,61,Common Equity Tier 1 capital,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85876,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,62,Tier 1 capital,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85877,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,65,of which: capital conservation buffer requirement,Blueprint Parser,0.025,,0,22,2026-01-13 05:59:11,NBG,Default
85878,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,66,of which: countercyclical capital buffer requirement,Blueprint Parser,0.0006,,0,22,2026-01-13 05:59:11,NBG,Default
85879,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,67,of which: systemic risk buffer requirement,Blueprint Parser,0.0,,0,22,2026-01-13 05:59:11,NBG,Default
85880,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,68,Common Equity Tier 1 capital (as a percentage of risk exposure amount) available after meeting the minimum capital requirements,Blueprint Parser,4457.0,,0,22,2026-01-13 05:59:11,NBG,Default
85881,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,EU-3a,Funds for general banking risk,Blueprint Parser,-3.0,,0,22,2026-01-13 05:59:11,NBG,Default
85882,5UMCZOEYKCVFAW8ZLO05,2025-06-30,CC1,CC1,EU-67b,of which: additional own funds requirements to address the risks other than the risk of excessive leverage,Blueprint Parser,0.0155,,0,22,2026-01-13 05:59:11,NBG,Default
85883,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,10,Global Systemically Important Institution buffer (%),Blueprint Parser,0.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85884,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,11,Combined buffer requirement,Blueprint Parser,0.03639082557868519,,0,16,2026-01-13 05:59:14,Piraeus,Default
85885,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,12,CET1 available after meeting the total SREP own funds requirements (%),Blueprint Parser,0.08058010545890427,,0,16,2026-01-13 05:59:14,Piraeus,Default
85886,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,14,Leverage ratio,Blueprint Parser,0.07299709011839127,2520905,0,16,2026-01-13 05:59:14,Piraeus,Default
85887,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,17,Total net cash outflows,Blueprint Parser,0.022025833333333335,,0,16,2026-01-13 05:59:14,Piraeus,Default
85888,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,20,NSFR ratio,Blueprint Parser,0.012973415391228418,,0,16,2026-01-13 05:59:14,Piraeus,Default
85889,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,5,Common Equity Tier 1 ratio,Blueprint Parser,0.14189260544327464,2520146,0,15,2026-01-13 05:59:14,Piraeus,Default
85890,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,5b,Common Equity Tier 1 ratio,Blueprint Parser,0.1419,2520146,0,15,2026-01-13 05:59:14,Piraeus,Default
85891,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,6,Tier 1 ratio,Blueprint Parser,0.1695792064555199,2520147,0,15,2026-01-13 05:59:14,Piraeus,Default
85892,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,6b,Tier 1 ratio,Blueprint Parser,0.1696,2520147,0,15,2026-01-13 05:59:14,Piraeus,Default
85893,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,7,Total capital ratio,Blueprint Parser,0.20205051005906188,2520148,0,15,2026-01-13 05:59:14,Piraeus,Default
85894,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,7b,Total capital ratio,Blueprint Parser,0.2021,2520148,0,15,2026-01-13 05:59:14,Piraeus,Default
85895,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,8,Capital conservation buffer,Blueprint Parser,0.02500000000955049,,0,15,2026-01-13 05:59:14,Piraeus,Default
85896,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,9,Countercyclical capital buffer,Blueprint Parser,0.0013908255763891452,,0,16,2026-01-13 05:59:14,Piraeus,Default
85897,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 10a,Other Systemically Important Institution buffer (%),Blueprint Parser,0.01,,0,16,2026-01-13 05:59:14,Piraeus,Default
85898,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 11a,Overall capital requirements (%),Blueprint Parser,0.1454,,0,16,2026-01-13 05:59:14,Piraeus,Default
85899,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 14a,Additional own funds requirements to address the risk of excessive leverage (%),Blueprint Parser,0.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85900,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 14b,of which: to be made up of CET1 capital (percentage points),Blueprint Parser,0.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85901,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 14c,Total SREP leverage ratio requirements (%),Blueprint Parser,0.03,,0,16,2026-01-13 05:59:14,Piraeus,Default
85902,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 14d,Leverage ratio buffer requirement (%),Blueprint Parser,0.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85903,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 14e,Overall leverage ratio requirement (%),Blueprint Parser,0.03,,0,16,2026-01-13 05:59:14,Piraeus,Default
85904,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 16b,Cash inflows - Total weighted value,Blueprint Parser,361275.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85905,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 7d,Additional own funds requirements to address risks other than the risk of excessive leverage (%),Blueprint Parser,0.028999999999999998,,0,15,2026-01-13 05:59:14,Piraeus,Default
85906,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 7e,of which: to be made up of CET1 capital (percentage points),Blueprint Parser,0.0163,,0,15,2026-01-13 05:59:14,Piraeus,Default
85907,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 7f,of which: to be made up of Tier 1 capital (percentage points),Blueprint Parser,0.0218,,0,15,2026-01-13 05:59:14,Piraeus,Default
85908,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 7g,Total SREP own funds requirements (%),Blueprint Parser,0.109,,0,15,2026-01-13 05:59:14,Piraeus,Default
85909,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 8a,Conservation buffer due to macro-prudential or systemic risk identified at the level of a Member State (%),Blueprint Parser,0.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85910,213800OYHR4PPVA77574,2025-06-30,KM1,KM1,EU 9a,Systemic risk buffer (%),Blueprint Parser,0.0,,0,16,2026-01-13 05:59:14,Piraeus,Default
85911,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,10,Credit valuation adjustments risk - CVA risk,Blueprint Parser,54012.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85912,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,15,Settlement risk,Blueprint Parser,109693.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85913,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,17,Of which SEC-IRBA approach,Blueprint Parser,170069.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85914,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,18,Of which SEC-ERBA (including IAA),Blueprint Parser,170069.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85915,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,19,Of which SEC-SA approach,Blueprint Parser,563129.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85916,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,2,Of which the standardised approach,Blueprint Parser,50500.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85917,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,24,Operational risk,Blueprint Parser,310738.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85918,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,5,Of which the Advanced IRB (A-IRB) approach,Blueprint Parser,333494.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85919,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,7,Of which the standardised approach,Blueprint Parser,50500.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85920,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,8,Of which internal model method (IMM),Blueprint Parser,3328.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85921,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,9,Of which other CCR,Blueprint Parser,46260.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85922,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,EU 10a,Of which the standardised approach (SA),Blueprint Parser,50500.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85923,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,EU 10b,Of which the basic approach (F-BA and R-BA),Blueprint Parser,54012.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85924,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,EU 19a,Of which 1250% / deduction,Blueprint Parser,637970.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85925,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,EU 24a,Exposures to crypto-assets,Blueprint Parser,157586.0,,0,18,2026-01-13 05:59:14,Piraeus,Default
85926,213800OYHR4PPVA77574,2025-06-30,OV1,OV1,EU 8a,Of which exposures to a CCP,Blueprint Parser,3328.0,,0,17,2026-01-13 05:59:14,Piraeus,Default
85927,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,13,Total derivatives exposures,Blueprint Parser,979328.0,,0,155,2026-01-13 05:59:15,Piraeus,Default
85928,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,16,Counterparty credit risk exposure for SFT assets,Blueprint Parser,176986.0,,0,155,2026-01-13 05:59:15,Piraeus,Default
85929,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,25,Leverage ratio (%),Blueprint Parser,0.073,,0,156,2026-01-13 05:59:15,Piraeus,Default
85930,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,26,Regulatory minimum leverage ratio requirement (%),Blueprint Parser,0.03,,0,156,2026-01-13 05:59:15,Piraeus,Default
85931,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,27,Leverage ratio buffer requirement (%),Blueprint Parser,0.0,,0,156,2026-01-13 05:59:15,Piraeus,Default
85932,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,EU-22g,(Excluded excess collateral deposited at triparty agents),Blueprint Parser,0.0,,0,156,2026-01-13 05:59:15,Piraeus,Default
85933,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,EU-22m,(Total exempted exposures),Blueprint Parser,0.0,,0,156,2026-01-13 05:59:15,Piraeus,Default
85934,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,EU-26b,of which: to be made up of CET1 capital,Blueprint Parser,0.0,,0,156,2026-01-13 05:59:15,Piraeus,Default
85935,213800OYHR4PPVA77574,2025-06-30,LR2,LR2,EU-27a,Overall leverage ratio requirement (%),Blueprint Parser,0.03,,0,156,2026-01-13 05:59:15,Piraeus,Default
85936,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,1,Total high-quality liquid assets (HQLA),Blueprint Parser,357867.0,,0,145,2026-01-13 05:59:15,Piraeus,Default
85937,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,19,Other cash inflows,Blueprint Parser,0.0,,0,143,2026-01-13 05:59:15,Piraeus,Default
85938,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,20,TOTAL CASH INFLOWS,Blueprint Parser,995165.0,,0,144,2026-01-13 05:59:15,Piraeus,Default
85939,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,23,LIQUIDITY COVERAGE RATIO,Blueprint Parser,0.0,,0,143,2026-01-13 05:59:15,Piraeus,Default
85940,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,4,Less stable deposits,Blueprint Parser,973650.0,,0,143,2026-01-13 05:59:15,Piraeus,Default
85941,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,8,Unsecured debt,Blueprint Parser,28856.0,,0,143,2026-01-13 05:59:15,Piraeus,Default
85942,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,EU-20a,Fully exempt inflows,Blueprint Parser,-20.0,,0,144,2026-01-13 05:59:15,Piraeus,Default
85943,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,EU-20b,Inflows subject to 90% cap,Blueprint Parser,-0.2,,0,144,2026-01-13 05:59:15,Piraeus,Default
85944,213800OYHR4PPVA77574,2025-06-30,LIQ1,LIQ1,EU-20c,Inflows subject to 75% cap,Blueprint Parser,995165.0,,0,144,2026-01-13 05:59:15,Piraeus,Default
85946,213800OYHR4PPVA77574,2025-06-30,IRRBB1,IRRBB1,1,Parallel up,Blueprint Parser,-197942.0,,0,141,2026-01-13 05:59:16,Piraeus,NII
85948,213800OYHR4PPVA77574,2025-06-30,IRRBB1,IRRBB1,2,Parallel down,Blueprint Parser,371222.0,,0,141,2026-01-13 05:59:16,Piraeus,NII
85950,213800OYHR4PPVA77574,2025-06-30,IRRBB1,IRRBB1,3,Steepener,Blueprint Parser,-198058.0,,0,141,2026-01-13 05:59:16,Piraeus,NII
85952,213800OYHR4PPVA77574,2025-06-30,IRRBB1,IRRBB1,4,Flattener,Blueprint Parser,174833.0,,0,141,2026-01-13 05:59:16,Piraeus,NII
85954,213800OYHR4PPVA77574,2025-06-30,IRRBB1,IRRBB1,5,Short rates up,Blueprint Parser,61609.0,,0,141,2026-01-13 05:59:16,Piraeus,NII
85956,213800OYHR4PPVA77574,2025-06-30,IRRBB1,IRRBB1,6,Short rates down,Blueprint Parser,-136238.0,,0,141,2026-01-13 05:59:16,Piraeus,NII
85957,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,1,Common Equity Tier 1 (CET1) capital,Blueprint Parser,4959.0,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85958,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,10,Global Systemically Important Institution buffer (%),Blueprint Parser,0.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85959,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,11,Combined buffer requirement (%),Blueprint Parser,0.0371,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85960,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,12,CET1 available after meeting the total SREP own funds requirements (%),Blueprint Parser,0.09820000000000001,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85961,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,13,Total exposure measure,Blueprint Parser,75738.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85962,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,14,Leverage ratio (%),Blueprint Parser,0.0747,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85963,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,15,Total high-quality liquid assets (HQLA) (Weighted value -average),Blueprint Parser,16086.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85964,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,16,Total net cash outflows (adjusted value),Blueprint Parser,8327.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85965,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,17,Liquidity coverage ratio (%),Blueprint Parser,0.019469999999999998,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85966,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,18,Total available stable funding,Blueprint Parser,54575.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85967,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,19,Total required stable funding,Blueprint Parser,0.012509999999999999,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85968,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,2,Tier 1 capital,Blueprint Parser,5659.0,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85969,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,20,NSFR ratio (%),Blueprint Parser,0.012509999999999999,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85970,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,3,Total capital,Blueprint Parser,311.0,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85971,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,4,Total risk exposure amount,Blueprint Parser,30985.0,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85972,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,4a,Total risk exposure pre-floor,Blueprint Parser,30985.0,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85973,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,5,Common Equity Tier 1 ratio (%),Blueprint Parser,0.16010000000000002,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85974,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,5b,Common Equity Tier 1 ratio considering unfloored TREA (%),Blueprint Parser,0.16010000000000002,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85975,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,6,Tier 1 ratio (%),Blueprint Parser,0.1826,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85976,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,6b,Tier 1 ratio considering unfloored TREA (%),Blueprint Parser,0.1826,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85977,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,7,Total capital ratio (%),Blueprint Parser,0.2151,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85978,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,7b,Total capital ratio considering unfloored TREA (%),Blueprint Parser,0.2151,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85979,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,8,Capital conservation buffer (%),Blueprint Parser,0.025,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85980,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,9,Institution specific countercyclical capital buffer (%),Blueprint Parser,0.0021,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85981,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 11a,Overall capital requirements (%),Blueprint Parser,0.1471,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85982,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 14c,Total SREP leverage ratio requirements (%),Blueprint Parser,0.03,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85983,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 14d,Leverage ratio buffer requirement (%),Blueprint Parser,0.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85984,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 16a,Cash outflows - Total weighted value,Blueprint Parser,9215.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85985,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 16b,Cash inflows - Total weighted value,Blueprint Parser,888.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85986,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 7d,Additional own funds requirements to address risks other than the risk of excessive leverage (%),Blueprint Parser,0.03,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85987,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 7e,of which: to be made up of CET1 capital (percentage points),Blueprint Parser,0.0169,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85988,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 7f,of which: to be made up of Tier 1 capital (percentage points),Blueprint Parser,2025.0,,0,14,2026-01-13 05:59:18,Alpha Bank,Default
85989,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 7g,Total SREP own funds requirements (%),Blueprint Parser,0.11,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85990,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 8a,Conservation buffer due to macro-prudential or systemic risk identified at the level of a Member State (%),Blueprint Parser,0.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85991,NLPK02SGC0U1AABDLL56,2025-09-30,KM1,KM1,EU 9a,Systemic risk buffer (%),Blueprint Parser,0.0,,0,15,2026-01-13 05:59:18,Alpha Bank,Default
85992,NLPK02SGC0U1AABDLL56,2025-09-30,OV1,OV1,1,Credit risk (excluding CCR),Blueprint Parser,26161.0,,0,18,2026-01-13 05:59:18,Alpha Bank,Default
85993,NLPK02SGC0U1AABDLL56,2025-09-30,OV1,OV1,15,Settlement risk,Blueprint Parser,627.0,,0,18,2026-01-13 05:59:18,Alpha Bank,Default
85994,NLPK02SGC0U1AABDLL56,2025-09-30,OV1,OV1,16,Securitisation exposures in the non-trading book (after the cap),Blueprint Parser,627.0,,0,18,2026-01-13 05:59:18,Alpha Bank,Default
85995,NLPK02SGC0U1AABDLL56,2025-09-30,OV1,OV1,17,Of which SEC-IRBA approach,Blueprint Parser,246.0,,0,18,2026-01-13 05:59:18,Alpha Bank,Default
