,period,Bank,Item,Portfolio,Product,Risk Type,amount,Item ID,Portfolio ID,Product ID,Risk Type ID
389,2025-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
390,2025-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,10.2940043,2520433,5,1,1
391,2025-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,13.27850887,2520433,5,1,2
392,2025-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,6.03209804,2520434,5,2,1
393,2025-03-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
394,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,6.81781688,2520441,5,0,0
395,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,5.2052039,2520442,5,1,0
396,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
397,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,3.79903073,2520442,5,3,0
398,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
399,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,2.84088811,2520443,5,1,1
400,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,3.18034884,2520443,5,1,2
401,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
402,2025-03-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
403,2025-03-31,Eurobank,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,25.70324109,2520451,5,0,0
404,2025-03-31,Eurobank,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,18.67377939,2520461,5,0,0
405,2025-03-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
406,2025-03-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
407,2025-03-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
408,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,219.99897347,2520401,1,0,0
409,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,1428.46687833,2520401,5,0,0
410,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,35.6964015,2520402,1,1,0
411,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,79.56626372,2520402,1,2,0
412,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,104.73630825,2520402,1,3,0
413,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
414,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,1.07305,2520403,1,1,1
415,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,5.222824875,2520403,1,1,2
416,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,0.401968375,2520404,1,2,1
417,2025-03-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,72.510245375,2520404,1,2,2
418,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,33.90122681,2520411,5,0,0
419,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,30.33727402,2520412,5,1,0
420,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,7.97666936,2520412,5,2,0
421,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,5.72287728,2520412,5,3,0
422,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,6.06449009,2520412,5,4,0
423,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,30.33727402,2520413,5,1,1
424,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520413,5,1,2
425,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,7.97666936,2520414,5,2,1
426,2025-03-31,National Bank of Greece,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
427,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,12.12012091,2520421,5,0,0
428,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,10.69228297,2520422,5,1,0
429,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,2.19494131,2520422,5,2,0
430,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,2.43204019,2520422,5,3,0
431,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,1.59375062,2520422,5,4,0
432,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,10.69228297,2520423,5,1,1
433,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520423,5,1,2
434,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,2.19494131,2520424,5,2,1
435,2025-03-31,National Bank of Greece,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
436,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,80.37612345,2520431,5,0,0
437,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,75.53440018,2520432,5,1,0
438,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,21.2013255,2520432,5,2,0
439,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,16.30035683,2520432,5,3,0
440,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,29.63903046,2520432,5,4,0
441,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,75.53440018,2520433,5,1,1
442,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520433,5,1,2
443,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,21.2013255,2520434,5,2,1
444,2025-03-31,National Bank of Greece,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
445,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,28.18566599,2520441,5,0,0
446,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,26.90924476,2520442,5,1,0
447,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,5.53395617,2520442,5,2,0
448,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,6.26588585,2520442,5,3,0
449,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,9.25103521,2520442,5,4,0
450,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,26.90924476,2520443,5,1,1
451,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520443,5,1,2
452,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,5.53395617,2520444,5,2,1
453,2025-03-31,National Bank of Greece,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
454,2025-03-31,National Bank of Greece,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520451,5,0,0
455,2025-03-31,National Bank of Greece,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520461,5,0,0
456,2025-03-31,National Bank of Greece,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
457,2025-03-31,National Bank of Greece,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
458,2025-03-31,National Bank of Greece,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
459,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,427.169158442275,2520401,1,0,0
460,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520401,5,0,0
461,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,237.73129625,2520402,1,1,0
462,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,58.28391974,2520402,1,2,0
463,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,92.8483674522756,2520402,1,3,0
464,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,38.305575,2520402,1,4,0
465,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,235.15774625,2520403,1,1,1
466,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,2.321950625,2520403,1,1,2
467,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,10.111037375,2520404,1,2,1
468,2025-03-31,Piraeus,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,48.172882375,2520404,1,2,2
469,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520411,5,0,0
470,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520412,5,1,0
471,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520412,5,2,0
472,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520412,5,3,0
473,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520412,5,4,0
474,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520413,5,1,1
475,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520413,5,1,2
476,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520414,5,2,1
477,2025-03-31,Piraeus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
478,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520421,5,0,0
479,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520422,5,1,0
480,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520422,5,2,0
481,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520422,5,3,0
482,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
483,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520423,5,1,1
484,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520423,5,1,2
485,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520424,5,2,1
486,2025-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
487,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520431,5,0,0
488,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520432,5,1,0
489,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520432,5,2,0
490,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520432,5,3,0
491,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
492,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520433,5,1,1
493,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520433,5,1,2
494,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520434,5,2,1
495,2025-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
496,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520441,5,0,0
497,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520442,5,1,0
498,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
499,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520442,5,3,0
500,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
501,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520443,5,1,1
502,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520443,5,1,2
503,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
504,2025-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
505,2025-03-31,Piraeus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520451,5,0,0
506,2025-03-31,Piraeus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520461,5,0,0
507,2025-03-31,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
508,2025-03-31,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
509,2025-03-31,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
510,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,54.00637154,2520401,1,0,0
511,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,273.93584089,2520401,5,0,0
512,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,0.746983,2520402,1,1,0
513,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,46.71385768,2520402,1,2,0
514,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,6.54553086,2520402,1,3,0
515,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
516,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,0,2520403,1,1,1
517,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,0.746983,2520403,1,1,2
518,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,0,2520404,1,2,1
519,2024-12-31,Alpha,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,46.713857675,2520404,1,2,2
520,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,8.29243864583333,2520411,5,0,0
521,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,6.17897074166667,2520412,5,1,0
522,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0.24728269583333,2520412,5,2,0
523,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,5.01413190416667,2520412,5,3,0
524,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0.00412560416666,2520412,5,4,0
525,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,6.17897074166667,2520413,5,1,1
526,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520413,5,1,2
527,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,0.24728269583333,2520414,5,2,1
528,2024-12-31,Alpha,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
529,2024-12-31,Alpha,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,1.66228,2520421,5,0,0
530,2024-12-31,Alpha,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,1.335167,2520422,5,1,0
531,2024-12-31,Alpha,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0.118528,2520422,5,2,0
532,2024-12-31,Alpha,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,1.156188,2520422,5,3,0
